#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
39	Blamires, Tom	6	69	22	43	112	18.67	2	2	 	9	12	18	6	11	5	2	 	28	79	 	2	4	1	3	80.3	 
2	OSullivan, Finn	5	53	24	49	102	20.40	2	1	 	11	11	21	20	17	5	8	 	37	70	 	2	9	1	3	83.2	 
6	Wardlaw, George	5	43	14	46	89	17.80	1	 	 	30	4	14	17	11	7	6	 	48	44	 	 	10	 	1	58.6	 
25	Curtis, Paul	7	59	30	27	86	12.29	15	8	 	20	 	17	4	25	13	11	 	38	48	5	15	9	 	9	78.3	 
44	Zurhaar, Cameron	7	58	32	27	85	12.14	6	6	 	10	9	15	1	15	6	7	 	32	54	3	8	14	2	5	77.0	 
38	Xerri, Tristan	4	28	11	56	84	21.00	1	 	95	32	2	10	30	18	14	8	 	70	18	5	1	17	 	 	82.5	 
30	Comben, Charlie	6	47	36	27	74	12.33	1	 	 	15	13	3	1	13	7	5	 	30	48	5	 	40	 	 	95.3	 
20	Larkey, Nick	7	49	30	24	73	10.43	21	7	 	8	 	9	 	9	11	3	 	37	37	9	16	6	 	5	93.6	 
27	Darling, Jack	6	42	22	28	70	11.67	5	1	19	23	7	11	12	12	6	3	 	44	23	7	5	9	 	6	62.3	 
32	Pink, Toby	5	38	25	23	61	12.20	 	 	 	4	12	6	 	6	2	4	 	15	44	 	 	25	 	 	90.8	 
47	Trembath, Cooper	7	37	32	24	61	8.71	13	4	43	17	2	7	2	4	5	2	 	26	35	12	15	12	 	3	80.6	 
4	Corr, Aidan	5	34	19	22	56	11.20	 	 	 	8	13	1	 	11	1	6	 	14	41	1	 	11	 	 	72.4	 
19	Logue, Griffin	5	30	26	24	54	10.80	 	 	 	3	7	2	1	8	1	4	 	23	30	5	 	20	 	 	70.0	 
7	Duursma, Zane	7	28	15	16	44	6.29	9	5	 	9	1	5	3	12	3	4	 	23	23	4	7	5	 	1	65.9	 
1	Dovaston, Lachy	5	27	14	14	41	8.20	3	3	 	9	 	12	3	9	2	2	 	16	24	 	5	2	4	3	62.4	 
21	Coleman-Jones, Callum	4	17	6	21	38	9.50	 	 	44	7	2	3	15	15	1	8	 	22	17	 	1	7	 	1	52.5	 
13	Spargo, Charlie	3	14	7	20	34	11.33	2	 	 	5	1	5	1	3	1	3	 	6	30	 	2	2	 	1	63.0	 
45	Banch, Zac	2	9	3	6	15	7.50	1	3	 	5	 	6	2	7	3	4	 	5	10	 	 	4	 	1	58.0	 
41	Konstanty, Jacob	2	5	3	10	15	7.50	1	 	 	5	 	1	2	7	1	3	 	8	9	 	 	3	 	1	66.5	 
28 players used	1552	707	1113	2665	16.55	101	57	201	406	279	360	260	395	143	150	 	900	1707	66	99	285	74	70	 	 
[Top]
Port Adelaide [Players Game by Game][Team Game by Game]
#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
9	Butters, Zak	7	123	20	92	215	30.71	2	6	 	29	4	43	42	24	17	9	 	86	124	1	 	6	10	4	83.6	 
18	Horne-Francis, Jason	7	111	42	51	162	23.14	11	8	 	22	8	28	33	38	11	15	 	65	96	4	14	9	6	8	78.7	 
6	Farrell, Kane	7	117	48	28	145	20.71	1	2	 	17	30	22	4	19	3	8	 	25	96	 	 	14	12	 	80.9	 
7	Burgoyne, Jase	7	83	38	58	141	20.14	3	2	 	22	11	23	10	14	7	4	 	50	84	1	4	6	1	7	83.0	 
28	Drew, Willem	7	59	21	73	132	18.86	2	1	 	43	2	27	42	19	12	7	 	72	61	1	1	12	1	4	76.7	 
35	Richards, Joe	7	75	33	44	119	17.00	4	4	 	27	3	26	10	15	2	3	 	31	87	 	2	7	1	8	81.4	 
21	Aliir, Aliir	7	88	66	29	117	16.71	 	 	 	10	16	5	 	23	4	9	 	42	74	15	 	32	1	 	99.6	 
33	Byrne-Jones, Darcy	7	74	37	39	113	16.14	4	2	 	14	11	9	5	15	4	1	 	28	82	2	1	12	 	4	76.9	 
22	Evans, Logan	7	87	37	24	111	15.86	 	 	 	11	24	7	1	18	7	8	 	23	78	2	 	20	2	1	86.3	 
5	Berry, Joe	7	52	26	40	92	13.14	3	5	 	17	3	28	5	16	9	7	 	34	63	 	2	2	 	5	75.0	 
31	Mackinlay, Ewan	7	62	23	29	91	13.00	2	2	 	18	9	14	5	13	3	1	 	28	66	1	2	4	4	 	73.4	 
15	Wehr, Jacob	7	62	27	29	91	13.00	1	2	 	21	7	18	4	16	3	7	 	18	70	 	2	3	 	2	78.1	 
19	Georgiades, Mitch	7	60	47	30	90	12.86	18	15	 	11	 	8	2	25	2	7	 	26	63	10	30	11	 	5	90.4	 
16	Wines, Ollie	4	30	17	53	83	20.75	1	 	 	18	1	8	10	12	2	6	 	30	54	 	2	3	 	5	63.8	 
14	Bergman, Miles	6	55	30	24	79	13.17	3	2	 	6	11	10	4	15	5	8	 	26	50	4	2	6	2	2	80.3	 
37	Watkins, Jack	6	49	17	30	79	13.17	2	 	 	11	3	17	7	12	1	3	 	23	53	2	1	2	 	2	57.7	 
24	Sweet, Jordon	6	36	17	37	73	12.17	3	5	171	14	6	12	30	17	11	10	 	53	29	1	2	22	 	3	79.8	 
34	Jones, Lachie	6	49	26	22	71	11.83	2	 	 	7	18	6	 	13	1	5	 	20	44	2	1	26	 	1	85.7	 
4	Marshall, Todd	4	49	29	11	60	15.00	 	 	 	3	22	6	 	6	 	1	 	14	36	2	 	9	1	 	74.3	 
43	Lai, Josh	5	33	21	23	56	11.20	 	 	 	7	9	4	2	9	3	4	 	16	43	1	 	15	 	 	73.0	 
17	Whitlock, Jack	7	34	27	20	54	7.71	9	7	19	9	 	5	3	11	3	4	 	21	36	3	14	10	 	1	75.3	 
44	Durdin, Corey	7	41	30	12	53	7.57	12	4	 	16	 	13	2	9	2	3	 	16	41	1	15	8	2	7	74.0	 
12	Lukosius, Jack	4	41	25	12	53	13.25	6	4	 	8	4	14	1	8	1	2	 	19	34	3	7	9	 	3	81.5	 
1	Rozee, Connor	2	25	9	20	45	22.50	 	 	 	6	7	7	5	10	1	2	 	14	30	 	 	3	1	 	67.5	 
11	Moraes, Christian	2	17	8	20	37	18.50	1	 	 	3	3	3	3	1	 	 	 	8	28	 	 	 	 	 	50.5	 
27	Ratugolea, Esava	3	21	17	10	31	10.33	 	 	 	 	4	 	1	5	1	3	 	13	16	4	 	14	 	1	77.7	 
3	Mead, Jackson	2	21	10	7	28	14.00	 	 	 	1	8	2	1	6	 	3	 	7	16	1	 	4	2	 	80.5	 
23	Brodie, Will	1	4	2	14	18	18.00	 	 	 	3	 	1	3	4	1	1	 	10	8	 	 	 	 	 	42.0	 
38	Visentini, Dante	3	10	5	8	18	6.00	 	 	66	13	1	4	4	9	4	3	 	10	7	 	 	13	 	1	76.0	 
30	Lord, Ollie	1	4	1	3	7	7.00	 	1	7	2	 	 	1	2	1	 	 	5	2	 	1	 	 	 	79.0	 
39	Zadow, Mitch	1	2	2	1	3	3.00	 	 	 	5	 	 	 	2	 	1	 	1	3	 	 	 	 	 	67.0	 
31 players used	1574	758	893	2467	15.32	90	72	263	394	225	370	240	406	121	145	 	834	1574	61	103	282	46	74	 	 
[Top]
Richmond [Players Game by Game][Team Game by Game]
#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
5	Ross, Jack	7	54	26	103	157	22.43	2	4	 	36	3	26	30	28	13	7	 	76	85	2	1	7	5	4	80.0	 
15	Short, Jayden	6	123	51	30	153	25.50	1	3	 	7	29	22	5	16	8	4	 	25	109	 	2	9	4	 	81.5	 
2	Hopper, Jacob	6	51	12	83	134	22.33	 	2	 	11	6	18	33	36	7	6	 	68	68	 	 	4	 	2	74.7	 
14	Taranto, Tim	6	46	15	88	134	22.33	3	2	 	31	4	23	35	16	6	4	 	72	61	2	4	3	2	2	75.2	 
3	Prestia, Dion	6	60	27	68	128	21.33	1	1	 	24	8	22	17	24	3	4	 	40	92	 	2	4	1	2	75.3	 
24	Grlj, Sam	7	67	24	53	120	17.14	 	 	 	19	16	13	3	12	6	 	 	27	84	 	 	3	9	1	74.1	 
4	Lalor, Sam	7	73	29	43	116	16.57	8	4	 	19	9	32	21	25	6	11	 	54	65	4	9	4	1	9	75.7	 
6	Banks, Sam	6	59	18	39	98	16.33	1	 	 	9	16	11	3	10	1	4	 	20	70	 	 	3	 	 	66.2	 
12	Miller, Ben	7	71	44	26	97	13.86	 	 	3	7	31	3	1	19	3	8	 	21	68	4	 	54	3	1	93.9	 
44	Campbell, Seth	7	66	21	30	96	13.71	8	7	 	12	3	20	9	17	6	3	 	35	58	3	7	8	4	5	82.3	 
40	Sonsie, Tyler	5	51	19	34	85	17.00	 	2	 	5	9	12	5	8	4	1	 	26	56	 	1	2	2	1	85.2	 
35	Broad, Nathan	6	51	34	30	81	13.50	 	 	 	4	18	4	2	7	4	2	 	20	56	4	 	23	2	 	75.3	 
1	Vlastuin, Nick	6	53	17	28	81	13.50	1	1	 	13	17	2	2	11	7	3	 	27	40	2	 	10	3	 	82.8	 
28	McAuliffe, Kane	4	44	14	32	76	19.00	1	1	 	16	6	13	5	14	8	4	 	31	47	1	 	5	 	1	77.5	 
48	Green, Steely	7	46	18	27	73	10.43	7	5	 	19	3	16	3	14	5	4	 	29	40	 	5	5	1	5	84.1	 
21	Balta, Noah	6	47	32	24	71	11.83	1	1	12	3	18	8	2	22	3	6	 	24	46	7	2	22	4	 	87.2	 
13	Ralphsmith, Hugo	5	37	12	34	71	14.20	2	1	 	3	8	13	6	16	1	4	 	20	49	 	 	9	1	 	87.6	 
30	Brown, Tom	5	48	18	19	67	13.40	 	 	 	6	21	7	 	11	1	6	 	18	32	3	1	7	 	3	78.2	 
11	Trainor, Luke	3	37	14	17	54	18.00	 	 	 	6	11	5	1	15	2	6	 	12	35	 	 	9	1	1	80.3	 
17	Rioli, Maurice	6	22	9	21	43	7.17	1	2	 	18	2	9	4	10	7	6	 	24	24	3	2	5	 	3	71.7	 
33	Retschko, Patrick	2	24	10	15	39	19.50	 	 	 	6	6	6	1	2	 	 	 	7	31	1	 	1	3	 	83.5	 
50	Gray, Campbell	6	21	16	15	36	6.00	1	 	12	11	8	1	1	15	6	10	 	16	24	2	1	27	1	 	65.7	 
42	Lefau, Mykelti	6	22	18	14	36	6.00	7	2	15	23	 	9	5	14	4	6	 	25	17	4	7	12	3	1	84.0	 
8	Faull, Jonty	6	23	12	12	35	5.83	2	5	4	10	1	7	 	8	5	1	 	18	19	1	5	13	 	 	87.8	 
25	Nankervis, Toby	2	18	4	16	34	17.00	 	 	40	8	4	2	11	6	4	3	 	20	14	1	 	5	 	 	63.5	 
36	Trezise, James	3	14	6	20	34	11.33	 	 	 	11	2	5	2	4	3	1	 	12	22	1	 	3	 	1	82.3	 
19	Lynch, Tom	3	19	10	6	25	8.33	3	8	2	6	 	2	 	6	4	5	 	13	12	5	8	7	 	1	66.3	 
32	Ryan, Samson	3	12	5	13	25	8.33	 	 	49	5	1	8	7	10	6	6	 	14	11	3	 	6	 	 	68.0	 
43	Fawcett, Liam	3	12	7	3	15	5.00	5	2	 	3	 	3	 	8	1	2	 	7	9	1	6	3	 	1	81.7	 
22	Cumming, Sam	1	7	3	6	13	13.00	1	1	 	3	 	5	5	2	 	1	 	8	5	1	2	 	 	1	72.0	 
45	Burton, Tom	1	4	1	8	12	12.00	 	1	 	1	 	2	 	1	1	 	 	3	10	 	1	1	 	 	78.0	 
7	Mansell, Rhyan	1	9	7	3	12	12.00	2	 	 	4	 	3	 	2	 	1	 	5	7	1	3	 	 	1	82.0	 
34	Armstrong, Harry	3	8	7	2	10	3.33	1	1	 	1	 	2	 	3	1	1	 	5	7	2	2	3	 	 	70.7	 
47	Hayes-Brown, Oliver	1	3	1	7	10	10.00	 	 	15	1	1	3	4	1	1	 	 	8	2	 	 	1	 	 	63.0	 
18	Gibcus, Josh	1	6	4	3	9	9.00	 	 	 	4	2	 	 	1	 	 	 	4	3	1	 	5	 	 	76.0	 
29	Alger, Jasper	1	1	1	2	3	3.00	 	1	 	 	 	 	1	1	 	1	 	2	1	 	1	2	 	 	31.0	 
36 players used	1309	566	974	2283	14.18	59	57	152	365	263	337	224	415	137	131	 	836	1379	59	72	285	50	46	 	 
[Top]
St Kilda [Players Game by Game][Team Game by Game]
#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
35	Sinclair, Jack	7	147	48	64	211	30.14	 	 	 	12	34	21	7	14	4	1	 	34	137	1	 	14	3	4	85.9	 
44	Wilkie, Callum	7	131	85	53	184	26.29	 	 	 	13	38	4	1	13	3	1	 	49	118	13	 	36	6	 	100.0	 
7	Wanganeen-Milera, Nasiah	7	134	21	49	183	26.14	6	5	 	23	30	34	25	33	15	7	 	57	96	2	3	4	18	10	83.4	 
2	Windhager, Marcus	7	112	45	59	171	24.43	2	 	 	12	26	26	19	24	9	4	 	56	114	 	1	10	 	1	83.3	 
9	Flanders, Sam	7	87	35	83	170	24.29	1	2	 	26	17	22	20	18	11	2	 	56	115	 	2	5	5	 	78.1	 
8	Hill, Bradley	7	116	46	49	165	23.57	3	2	 	14	17	27	8	16	3	4	 	26	140	 	 	19	3	2	83.7	 
34	Garcia, Hugo	7	69	18	82	151	21.57	3	1	 	40	6	22	44	24	7	4	 	66	80	 	1	16	 	1	73.0	 
22	Wilson, Darcy	7	71	28	70	141	20.14	4	5	 	14	7	26	9	20	8	7	 	42	98	1	1	7	7	5	83.4	 
40	Hall, Max	7	61	25	54	115	16.43	9	4	 	20	4	29	20	16	6	5	 	48	70	1	6	7	 	7	81.6	 
18	Carroll, Jack	7	76	43	29	105	15.00	 	1	 	15	21	18	1	15	5	4	 	20	85	2	 	9	3	4	79.9	 
3	Silvagni, Jack	7	74	44	30	104	14.86	1	 	 	14	27	8	 	21	4	12	 	35	67	5	 	41	2	 	93.7	 
32	Wood, Mason	7	64	32	40	104	14.86	4	4	 	16	8	16	8	13	3	3	 	38	70	3	3	16	 	2	80.9	 
25	Phillipou, Mattaes	7	43	16	52	95	13.57	5	7	 	25	5	15	15	10	6	1	 	42	54	1	5	3	 	2	61.0	 
21	De Koning, Tom	7	42	27	51	93	13.29	1	5	135	9	3	19	14	22	7	10	 	45	50	6	4	18	 	3	74.9	 
10	Owens, Mitch	7	49	24	33	82	11.71	11	12	3	13	 	16	7	12	7	2	 	41	44	9	11	14	1	2	87.6	 
19	Marshall, Rowan	6	44	19	37	81	13.50	1	2	79	10	7	15	27	21	7	8	 	52	34	3	3	15	 	1	74.7	 
43	Sharman, Cooper	7	45	30	28	73	10.43	9	6	3	10	2	12	2	15	4	3	 	30	48	6	13	14	 	11	81.3	 
1	Higgins, Jack	7	40	17	30	70	10.00	16	5	 	13	1	4	2	6	8	1	 	35	39	 	13	9	 	2	80.7	 
38	Boxshall, Hugh	5	32	13	25	57	11.40	 	3	 	23	4	7	7	16	4	4	 	23	33	 	3	11	 	 	71.4	 
31	Ryan, Liam	7	43	15	12	55	7.86	11	11	 	6	 	10	1	12	8	5	 	24	30	2	9	4	5	4	70.4	 
11	Clark, Hunter	3	31	18	14	45	15.00	 	 	 	6	9	3	1	3	 	1	 	9	37	2	 	4	 	2	49.7	 
26	Tauru, Alix	5	25	13	14	39	7.80	3	2	 	7	4	4	2	8	5	4	 	15	23	2	3	11	 	1	63.0	 
16	Butler, Dan	4	24	6	14	38	9.50	3	 	 	11	3	5	2	8	2	3	 	16	21	2	1	 	 	1	68.3	 
6	Macrae, Jack	2	13	5	24	37	18.50	 	 	 	9	1	5	6	9	1	3	 	18	21	 	 	4	 	 	54.0	 
14	Stocker, Liam	3	13	11	18	31	10.33	 	 	 	6	3	1	 	8	1	4	 	12	22	 	 	12	 	 	76.3	 
20	Howard, Dougal	2	25	16	3	28	14.00	 	 	 	 	4	 	1	6	1	3	 	4	22	1	 	6	 	 	81.0	 
47	Caminiti, Anthony	4	12	7	12	24	6.00	1	 	 	3	3	1	 	6	1	4	 	13	12	1	1	23	 	 	67.3	 
17	Keeler, Isaac	1	6	3	4	10	10.00	1	 	3	1	 	 	1	2	1	 	 	6	6	 	2	1	 	 	49.0	 
28 players used	1629	710	1033	2662	16.53	95	77	223	371	284	370	250	391	141	110	 	912	1686	63	85	333	53	65	 	 
[Top]
Sydney [Players Game by Game][Team Game by Game]
#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
27	McInerney, Justin	7	79	30	100	179	25.57	10	6	 	19	12	28	24	23	10	9	 	51	127	1	4	7	1	9	82.1	 
22	Blakey, Nick	7	110	22	59	169	24.14	3	1	 	11	46	33	8	34	8	11	 	36	106	1	 	28	31	6	84.7	 
14	Mills, Callum	7	79	40	83	162	23.14	 	1	 	14	34	12	 	18	5	4	 	34	105	4	1	26	6	1	74.6	 
1	Warner, Chad	7	89	17	65	154	22.00	10	8	 	21	4	47	31	30	10	9	 	69	85	 	4	8	19	9	77.6	 
26	Bice, Riley	7	90	45	62	152	21.71	1	 	 	13	23	14	 	24	4	6	 	26	108	2	1	21	15	4	79.7	 
30	McCartin, Tom	7	65	49	80	145	20.71	 	 	 	5	33	8	2	22	10	10	 	48	95	9	 	46	1	 	94.6	 
34	Roberts, Matt	7	87	31	56	143	20.43	2	3	 	9	14	27	12	17	13	3	 	50	93	 	2	10	2	3	84.1	 
4	Grundy, Brodie	7	50	21	87	137	19.57	6	3	245	35	11	13	38	43	10	21	 	86	56	8	3	26	2	1	80.7	 
12	Sheldrick, Angus	6	69	16	65	134	22.33	2	 	 	23	6	29	19	20	5	4	 	45	79	 	 	4	1	6	60.8	 
13	Serong, Jai	7	73	31	56	129	18.43	1	 	 	22	13	27	11	23	7	6	 	44	83	5	 	16	1	2	88.0	 
5	Heeney, Isaac	5	68	19	55	123	24.60	10	3	 	27	7	19	30	23	11	5	 	64	58	3	8	4	1	3	73.6	 
8	Rowbottom, James	7	63	13	57	120	17.14	1	1	 	52	10	20	25	19	11	5	 	56	66	 	2	11	 	1	72.4	 
11	Papley, Tom	7	74	25	43	117	16.71	9	9	 	23	1	35	12	25	7	6	 	42	73	 	10	9	5	11	73.0	 
44	Lloyd, Jake	7	63	33	46	109	15.57	5	2	 	18	7	21	5	13	3	1	 	31	70	 	7	5	2	4	85.0	 
15	Wicks, Sam	7	53	21	56	109	15.57	1	1	 	19	22	15	5	18	4	8	 	30	78	2	 	10	10	1	82.0	 
17	Jordon, James	7	44	14	55	99	14.14	4	 	 	28	6	21	13	12	5	4	 	34	64	1	2	4	1	5	83.9	 
24	Rampe, Dane	6	41	11	43	84	14.00	 	 	 	11	18	5	2	8	6	2	 	32	49	2	 	29	2	1	75.8	 
35	Curnow, Charlie	7	62	33	14	76	10.86	19	13	 	5	 	12	1	21	12	9	 	45	34	17	23	15	 	2	84.7	 
6	McDonald, Logan	7	36	26	31	67	9.57	9	6	14	11	2	11	2	9	4	2	 	23	42	6	12	8	 	4	71.6	 
10	Rosas, Malcolm	6	32	4	30	62	10.33	6	2	 	19	2	7	7	4	1	1	 	32	31	 	1	9	6	5	72.0	 
36	Amartey, Joel	7	40	29	20	60	8.57	16	8	10	12	 	6	3	12	7	5	 	30	31	9	20	12	 	4	73.7	 
7	Cunningham, Harry	4	29	14	20	49	12.25	2	2	 	11	2	8	2	5	2	1	 	9	39	1	2	9	2	2	73.5	 
21	Gulden, Errol	2	27	9	20	47	23.50	1	2	 	19	6	12	6	8	1	2	 	11	34	 	1	1	2	3	73.5	 
37	Warner, Corey	4	25	5	14	39	9.75	2	 	 	5	2	12	 	8	2	3	 	8	33	 	1	3	1	3	59.3	 
43	Melican, Lewis	4	20	9	15	35	8.75	 	1	 	5	4	7	 	6	3	1	 	15	17	2	 	17	 	1	76.5	 
29	Hamling, Joel	2	10	6	13	23	11.50	 	 	 	3	7	 	 	2	2	1	 	12	10	2	 	11	 	 	94.5	 
28	Edwards, Will	1	7	3	5	12	12.00	 	 	 	2	1	 	 	5	3	1	 	5	8	 	 	4	 	 	88.0	 
25	Cootee, Billy	1	4	3	4	8	8.00	1	1	 	2	 	1	1	4	 	2	 	3	6	 	1	1	 	 	65.0	 
33	Cleary, Caiden	1	1	 	3	4	4.00	 	 	 	4	 	2	 	3	 	2	 	1	5	 	 	1	 	 	49.0	 
29 players used	1490	579	1257	2747	17.06	121	73	269	448	293	452	259	459	166	144	 	972	1685	75	105	355	111	91	 	 
[Top]
West Coast [Players Game by Game][Team Game by Game]
#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
9	Reid, Harley	7	76	17	84	160	22.86	4	4	 	15	5	25	31	44	15	17	 	73	82	1	3	8	16	2	81.1	 
18	McCarthy, Tom	7	113	37	33	146	20.86	 	1	 	17	32	23	11	15	4	4	 	29	87	4	 	6	6	2	78.4	 
14	Duggan, Liam	7	98	35	37	135	19.29	 	1	 	11	40	13	4	16	7	4	 	28	96	 	 	18	1	1	79.1	 
11	Kelly, Tim	6	65	20	67	132	22.00	 	2	 	17	5	31	25	21	3	5	 	56	78	 	 	5	3	6	72.8	 
1	Duursma, Willem	7	84	44	46	130	18.57	6	6	 	14	11	21	15	16	6	1	 	44	85	4	5	13	8	3	79.4	 
5	Lindsay, Josh	6	87	20	36	123	20.50	1	 	 	6	26	7	2	14	1	5	 	27	68	1	 	9	 	1	75.3	 
38	Davis, Hamish	7	52	29	46	98	14.00	1	 	 	17	11	13	6	14	4	4	 	35	64	2	1	7	1	1	79.9	 
3	Baker, Liam	6	47	17	48	95	15.83	5	2	 	17	10	11	7	30	5	15	 	38	54	 	4	5	1	2	80.8	 
26	Allan, Bo	7	52	22	41	93	13.29	2	1	 	9	7	17	7	24	3	9	 	34	59	3	1	4	4	2	80.0	 
17	Graham, Jack	5	48	11	40	88	17.60	2	 	 	33	6	16	15	26	9	15	 	36	54	 	 	 	 	3	74.0	 
19	Hough, Brady	7	54	40	34	88	12.57	 	1	 	12	21	9	3	11	2	4	 	13	77	1	 	16	 	2	81.4	 
20	Young, Tylar	7	65	33	21	86	12.29	 	 	 	4	20	6	 	12	5	7	 	26	56	3	 	25	 	1	85.9	 
6	Yeo, Elliot	5	46	9	39	85	17.00	7	1	 	24	1	20	16	14	4	5	 	42	43	 	2	5	2	2	62.0	 
7	Ginbey, Reuben	7	53	31	29	82	11.71	 	 	 	11	22	5	2	7	5	2	 	35	45	3	 	50	5	1	90.6	 
2	Waterman, Jake	7	64	44	17	81	11.57	12	20	 	7	3	15	 	14	8	7	 	30	56	8	19	9	 	2	86.0	 
47	Murdock, Milan	4	38	10	39	77	19.25	4	3	 	25	5	11	9	9	4	3	 	38	37	 	 	2	1	1	72.8	 
40	Robertson, Deven	4	37	9	37	74	18.50	 	 	 	22	5	15	15	13	3	3	 	39	39	 	 	4	 	1	74.5	 
35	Shanahan, Jobe	7	46	36	25	71	10.14	8	4	 	7	10	4	 	11	5	2	 	31	45	8	10	13	 	1	88.9	 
21	Duff-Tytler, Cooper	7	31	11	31	62	8.86	2	3	24	14	1	11	12	16	9	3	 	38	26	1	4	14	 	2	71.6	 
15	Cripps, Jamie	5	31	17	20	51	10.20	4	5	 	9	2	11	2	9	2	3	 	15	35	 	2	5	 	2	79.6	 
48	Schoenberg, Harry	4	25	9	23	48	12.00	1	2	 	9	1	6	4	6	1	2	 	16	32	 	1	1	 	1	80.0	 
23	Maric, Ryan	2	22	10	18	40	20.00	 	 	 	6	2	4	1	2	 	 	 	7	28	 	 	2	 	1	80.0	 
25	Flynn, Matt	4	16	3	23	39	9.75	1	 	75	17	4	4	15	12	4	8	 	27	15	1	1	8	 	2	73.3	 
32	Williams, Bailey	3	21	8	18	39	13.00	 	1	68	7	6	7	14	8	9	3	 	33	12	3	 	12	 	1	73.7	 
22	Reid, Archer	6	21	14	15	36	6.00	3	3	24	7	1	4	5	9	6	3	 	20	16	5	6	6	 	5	74.3	 
41	Brock, Sandy	4	22	15	13	35	8.75	 	 	 	3	9	2	1	8	1	4	 	14	26	2	 	18	 	 	81.0	 
8	Hewett, Elijah	3	13	9	21	34	11.33	 	1	 	8	1	3	3	8	1	2	 	12	24	1	 	1	 	 	72.0	 
46	Newton, Jacob	3	12	2	9	21	7.00	1	3	 	7	 	3	3	4	3	 	 	11	11	 	1	 	 	 	77.0	 
16	Owies, Matthew	2	9	4	3	12	6.00	1	 	 	8	 	5	 	3	2	1	 	5	7	 	1	 	 	1	72.0	 
37	Champion, Malakai	2	5	3	6	11	5.50	 	 	 	4	 	3	 	2	 	 	 	5	6	1	 	4	1	 	68.0	 
28	Cole, Tom	1	7	7	2	9	9.00	 	 	 	1	2	1	1	3	 	1	 	2	9	 	 	3	 	 	91.0	 
34	Williams, Jack	1	1	2	4	5	5.00	 	1	2	2	 	 	 	1	 	1	 	1	4	 	1	2	 	1	90.0	 
42	Edwards, Harry	1	1	 	 	1	1.00	 	 	 	 	1	 	 	1	 	1	 	1	1	 	 	1	 	 	16.0	 
33 players used	1362	578	925	2287	14.20	65	65	193	370	270	326	229	403	131	144	 	861	1377	52	62	276	49	50	 	 
[Top]
Western Bulldogs [Players Game by Game][Team Game by Game]
#  	Player  	GM  	KI  	MK  	HB  	DI  	DA  	GL  	BH  	HO  	TK  	RB  	IF  	CL  	CG  	FF  	FA  	BR  	CP  	UP  	CM  	MI  	1%  	BO  	GA  	%P  	SU  
4	Bontempelli, Marcus	7	95	29	91	186	26.57	10	2	1	26	15	45	34	27	6	6	 	78	113	2	9	21	2	11	85.1	 
8	Kennedy, Matthew	7	91	29	93	184	26.29	2	3	 	38	13	25	50	33	4	14	 	79	103	 	2	3	3	4	78.1	 
31	Dale, Bailey	7	122	27	42	164	23.43	 	1	 	10	36	6	4	20	3	3	 	30	86	2	 	11	8	2	80.9	 
34	Williams, Bailey	7	93	53	63	156	22.29	5	7	 	21	17	19	8	14	7	4	 	37	120	 	6	4	1	2	85.7	 
9	Sanders, Ryley	6	47	18	105	152	25.33	 	 	 	26	8	15	28	21	6	7	 	64	88	 	 	4	 	2	80.3	 
20	Richards, Ed	6	91	24	57	148	24.67	3	 	 	37	12	37	31	21	4	7	 	58	88	 	2	6	11	6	78.5	 
27	Freijah, Joel	7	66	27	72	138	19.71	4	3	 	24	7	18	17	27	4	11	 	44	93	 	3	13	6	6	88.6	 
29	Bramble, Lachlan	7	56	18	53	109	15.57	3	2	 	10	13	20	4	7	1	3	 	22	74	 	1	5	5	4	79.3	 
19	Budarick, Connor	5	70	23	37	107	21.40	1	 	 	9	19	8	8	14	6	2	 	24	70	 	 	7	2	 	79.8	 
11	Jaques, Lachie	6	68	29	37	105	17.50	 	1	 	16	17	13	3	12	8	2	 	23	74	1	 	11	2	2	77.7	 
14	West, Rhylee	7	49	19	52	101	14.43	1	7	 	18	3	15	7	14	6	8	 	38	66	 	4	5	2	6	78.0	 
21	Liberatore, Tom	4	52	14	46	98	24.50	1	 	 	22	15	17	17	10	2	3	 	34	62	 	 	6	 	2	68.0	 
